
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 05월 19일~06월 17일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
영암,731,06-12,      22.0,      27.1,      18.0,       4.3,,,,,,,       2.2
보성,732,06-12,      20.5,      25.8,      16.0,       5.3,,,,,,,       1.7
완주,734,06-12,      22.2,      28.5,      16.8,       5.5,,,,,,,       1.7
김제,737,06-12,      22.4,      27.7,      18.2,       3.6,,,,,,,       2.0
화순,741,06-12,      22.0,      28.3,      17.0,       4.0,,,,,,,       1.0
함평,754,06-12,      21.9,      27.2,      17.7,       4.2,,,,,,,       1.6
곡성,768,06-12,      22.0,      28.2,      16.8,       3.8,,,,,,,       1.2
성판악,782,06-12,      17.2,      20.7,      13.8,      13.7,,,,,,,       2.2
풍암,788,06-12,      22.8,      28.8,      18.1,       3.5,,,,,,,       1.2
압해도,789,06-12,      21.5,      25.9,      18.2,       3.0,,,,,,,       2.6
영양,801,06-12,      19.4,      26.1,      13.5,       2.2,,,,,,,       1.4
성주,810,06-12,      22.0,      28.2,      16.2,       3.5,,,,,,,       1.3
고령,812,06-12,      21.8,      28.1,      16.2,       4.6,,,,,,,       1.0
청도,813,06-12,      21.7,      28.2,      16.2,       3.2,,,,,,,       1.5
예천,815,06-12,      21.1,      28.1,      15.3,       2.8,,,,,,,       1.1
김천,822,06-12,      21.8,      28.6,      16.0,       3.6,,,,,,,       1.0
군위,823,06-12,      21.3,      28.4,      14.9,       2.7,,,,,,,       1.5
칠곡,825,06-12,      22.4,      28.6,      17.1,       3.2,,,,,,,       1.7
경산,827,06-12,      22.6,      28.8,      17.5,       2.8,,,,,,,       1.9
달성,828,06-12,      22.9,      29.1,      17.7,       3.9,,,,,,,       1.6
대구서구,846,06-12,      23.1,      28.8,      18.2,       2.8,,,,,,,       2.0
신암,860,06-12,      23.0,      28.5,      18.3,       2.5,      60.9,       6.6,       5.7,,    1001.3,    1008.1,       2.4
완산,864,06-12,      22.5,      28.3,      17.7,       5.3,      68.8,       6.1,       5.5,       4.7,    1001.2,    1007.4,       1.7
삼척,876,06-12,      19.7,      23.8,      16.1,       0.8,,,,,,,       1.9
울기,901,06-12,      19.5,      22.7,      17.6,       3.2,,,,,,,       2.5
삼천포,907,06-12,      21.2,      25.3,      18.4,       4.9,,,,,,,       1.7
영도,910,06-12,      19.7,      22.9,      17.5,       3.2,,,,,,,       4.0
고성,918,06-12,      21.6,      26.6,      17.7,       5.1,,,,,,,       2.0
창녕,919,06-12,      22.6,      29.2,      17.1,       4.0,,,,,,,       2.1
함안,920,06-12,      21.8,      28.8,      16.6,       3.5,,,,,,,       1.4
가덕도,921,06-12,      20.2,      23.9,      18.0,       3.2,,,,,,,       3.7
기장,923,06-12,      20.3,      24.6,      16.2,       4.4,,,,,,,       1.9
간절곶,924,06-12,      19.5,      22.1,      17.5,       3.5,,,,,,,       3.7
하동,932,06-12,      22.3,      28.1,      17.7,       5.2,,,,,,,       1.3
해운대,937,06-12,      20.8,      24.8,      17.8,       4.8,,,,,,,       2.3
부산진,938,06-12,      21.8,      26.0,      18.6,       4.5,,,,,,,       2.1
동래,940,06-12,      21.7,      26.3,      18.1,       4.3,,,,,,,       1.8
북구,941,06-12,      21.6,      26.1,      18.1,       4.3,,,,,,,       2.3
부산남구,942,06-12,      21.4,      24.9,      18.6,       4.4,,,,,,,       2.2
정자,949,06-12,      20.3,      24.0,      16.7,       3.3,,,,,,,       2.8
속초,90,06-13,      19.3,      23.0,      15.9,       2.5,      78.2,       5.9,,,    1005.5,    1007.7,       2.0
철원,95,06-13,      20.9,      26.8,      15.6,       3.6,      69.5,       7.5,,,     989.3,    1007.0,       1.9
동두천,98,06-13,      21.4,      28.1,      16.2,       4.2,      66.9,       7.6,,,     994.3,    1007.1,       1.5
파주,99,06-13,      21.1,      27.3,      16.1,       4.6,      73.9,       7.5,,,    1003.7,    1007.2,       1.6
대관령,100,06-13,      15.6,      20.9,      10.8,       3.6,      79.4,       6.7,,,     917.2,    1007.9,       2.8
춘천,101,06-13,      21.9,      28.1,      16.5,       2.7,      69.2,       7.7,,,     998.5,    1007.2,       1.4
백령도,102,06-13,      18.6,      22.7,      15.5,       2.2,      79.3,       7.6,       5.6,,     991.4,    1006.8,       3.9
강릉,105,06-13,      20.7,      24.9,      16.9,       1.8,      69.1,       6.3,,,    1004.9,    1007.9,       2.0
동해,106,06-13,      19.0,      22.8,      15.8,       1.5,      77.7,       6.1,,,    1003.4,    1007.8,       2.0
서울,108,06-13,      22.6,      27.6,      18.4,       3.4,      64.3,       7.2,       5.5,       5.5,     997.4,    1007.2,       2.3
인천,112,06-13,      21.1,      25.7,      17.7,       3.0,      74.6,       8.0,       5.4,       5.0,     999.2,    1007.2,       2.5
원주,114,06-13,      22.2,      28.2,      16.9,       2.2,      66.0,       6.8,,,     990.1,    1007.2,       1.2
울릉도,115,06-13,      18.7,      22.1,      16.1,       2.2,      79.2,       6.5,       6.3,       4.5,     982.8,    1008.4,       3.1
수원,119,06-13,      22.0,      27.4,      17.6,       2.5,      70.0,       7.3,       5.6,       5.3,    1003.5,    1007.6,       1.9
영월,121,06-13,      20.9,      28.0,      14.9,       2.1,      67.5,       7.2,,,     980.2,    1007.5,       1.5
충주,127,06-13,      21.7,      27.9,      16.4,       1.8,      64.1,       7.2,,,     996.2,    1007.4,       1.7
서산,129,06-13,      21.1,      26.5,      16.6,       2.1,      75.0,       7.4,,,    1004.7,    1007.6,       2.2
울진,130,06-13,      18.9,      22.8,      15.4,       1.6,      80.1,       6.9,,,    1002.1,    1007.9,       2.7
청주,131,06-13,      22.7,      28.1,      18.1,       1.8,      62.9,       7.2,       5.6,       5.5,    1000.8,    1007.4,       1.8
대전,133,06-13,      22.5,      27.8,      17.7,       2.5,      67.9,       7.2,       5.7,       5.0,     999.5,    1007.5,       1.9
추풍령,135,06-13,      20.7,      26.7,      15.4,       3.3,      69.2,       6.6,,,     979.7,    1007.6,       2.0
안동,136,06-13,      21.5,      27.8,      16.0,       2.1,      66.9,       7.1,       5.8,       5.6,     991.6,    1007.8,       1.6
상주,137,06-13,      21.9,      28.0,      16.7,       2.6,      66.6,       6.8,,,     996.2,    1007.4,       1.3
포항,138,06-13,      21.4,      25.5,      18.1,       1.9,      73.0,       6.9,       6.0,       5.1,    1007.9,    1008.3,       2.4
군산,140,06-13,      21.4,      25.9,      17.8,       2.5,      78.6,       6.7,,,    1004.6,    1007.6,       2.9
울산,152,06-13,      21.3,      26.1,      17.3,       2.8,      71.3,       6.4,       5.8,,    1003.2,    1008.0,       2.0
창원,155,06-13,      21.7,      26.3,      18.3,       3.3,      72.2,       6.3,       5.9,,    1005.1,    1007.7,       2.0
광주,156,06-13,      22.5,      27.9,      18.3,       3.2,      70.5,       6.0,       6.0,,     999.2,    1007.5,       2.0
부산,159,06-13,      20.9,      24.7,      18.1,       3.2,      74.4,       6.5,       6.1,       4.2,     999.8,    1007.9,       3.1
통영,162,06-13,      20.8,      24.9,      17.7,       3.9,      77.1,       6.3,,,    1004.5,    1008.1,       2.0
목포,165,06-13,      21.4,      25.5,      18.2,       2.4,      78.1,       6.4,       5.9,       4.5,    1003.0,    1007.9,       2.9
여수,168,06-13,      21.1,      24.5,      18.6,       3.4,      75.1,       6.4,       5.9,       5.0,    1000.1,    1007.8,       3.1
흑산도,169,06-13,      19.1,      22.6,      16.4,       4.4,      86.3,       6.2,       5.9,,     998.6,    1007.7,       3.7
완도,170,06-13,      21.0,      25.4,      17.7,       3.9,      78.0,       6.1,,,    1004.2,    1007.8,       2.9
고창,172,06-13,      21.8,      26.6,      18.0,       2.5,      82.5,       5.8,,,    1001.2,    1007.2,       2.4
제주,184,06-13,      21.4,      24.6,      18.8,       4.5,      76.8,       6.0,       6.5,       4.5,    1005.3,    1007.9,       2.7
고산,185,06-13,      20.4,      23.5,      18.1,       4.9,      85.3,       6.0,,,     999.0,    1007.4,       4.2
성산,188,06-13,      20.7,      24.3,      17.6,       5.9,      80.7,       5.4,,,    1005.9,    1008.0,       2.5
서귀포,189,06-13,      21.7,      24.8,      19.2,       6.8,      79.1,       5.4,       6.7,       3.8,    1001.6,    1007.5,       2.3
진주,192,06-13,      21.6,      27.5,      16.6,       3.6,      71.3,       6.2,,,    1004.7,    1007.7,       1.4
강화,201,06-13,      20.3,      25.3,      16.0,       3.4,      73.5,       7.7,,,    1002.4,    1007.8,       2.0
양평,202,06-13,      22.1,      28.4,      16.6,       3.0,      67.7,       7.5,,,    1002.5,    1008.0,       1.3
이천,203,06-13,      21.7,      28.0,      16.3,       2.8,      65.0,       7.4,,,     998.6,    1007.3,       1.4
인제,211,06-13,      20.0,      26.9,      14.5,       2.5,      68.3,       7.0,,,     984.9,    1007.8,       1.9
홍천,212,06-13,      21.3,      28.5,      15.5,       2.7,      64.3,       7.6,,,     991.5,    1007.7,       1.3
태백,216,06-13,      17.5,      23.6,      12.2,       2.7,      71.4,       6.6,,,     927.6,    1007.2,       1.5
정선군,217,06-13,      20.3,      27.2,      15.4,       1.5,      68.3,       5.8,,,     972.1,    1007.0,       1.4
제천,221,06-13,      20.5,      27.1,      14.7,       2.4,      66.8,       7.4,,,     977.9,    1007.7,       1.5
보은,226,06-13,      20.8,      27.0,      15.3,       1.9,      67.7,       7.4,,,     987.4,    1007.2,       1.4
천안,232,06-13,      21.6,      27.4,      16.6,       2.0,      67.1,       7.8,,,    1003.6,    1007.5,       1.7
보령,235,06-13,      20.8,      25.6,      16.8,       1.9,      76.6,       7.4,,,    1005.6,    1007.8,       1.6
부여,236,06-13,      21.9,      28.0,      16.9,       2.0,      70.4,       7.0,,,    1006.3,    1007.9,       1.3
금산,238,06-13,      21.3,      27.6,      15.5,       3.0,      67.4,       7.0,,,     988.1,    1007.6,       1.2
부안,243,06-13,      21.3,      26.5,      17.2,       2.3,      74.6,       7.1,,,    1006.7,    1007.9,       1.7
임실,244,06-13,      20.5,      27.0,      15.0,       3.0,      72.1,       6.3,,,     979.6,    1007.7,       1.3
정읍,245,06-13,      21.9,      27.8,      17.2,       2.0,      69.2,       6.4,,,    1002.4,    1007.7,       1.3
남원,247,06-13,      21.7,      27.9,      16.5,       3.4,      70.5,       6.6,,,     996.2,    1007.7,       1.4
장수,248,06-13,      19.7,      25.8,      14.4,       3.8,      74.8,       6.3,,,     961.5,    1007.6,       1.6
영광군,252,06-13,      21.4,      26.4,      17.6,       2.1,      77.2,       6.3,,,    1003.0,    1007.2,       2.0
김해시,253,06-13,      22.3,      27.3,      18.9,       2.8,      72.8,       6.0,,,    1001.0,    1007.8,       1.9
순창군,254,06-13,      21.8,      27.5,      17.3,       3.8,      72.2,       6.4,,,     992.5,    1007.0,       1.6
양산시,257,06-13,      22.3,      27.3,      18.7,       2.5,      69.4,       5.4,,,    1006.8,    1008.5,       2.5
강진군,259,06-13,      21.7,      26.0,      18.5,       3.5,      77.7,       5.4,,,    1006.3,    1007.7,       2.4
장흥,260,06-13,      21.3,      26.2,      17.0,       3.3,      74.9,       6.1,,,    1002.8,    1007.8,       1.9
해남,261,06-13,      21.3,      26.3,      17.2,       3.0,      75.1,       6.6,,,    1006.0,    1008.0,       2.2
고흥,262,06-13,      21.0,      26.0,      16.6,       3.1,      72.6,       6.1,,,    1002.0,    1008.0,       1.4
의령군,263,06-13,      21.8,      27.6,      17.3,       4.0,      78.1,       4.8,,,    1005.4,    1007.0,       1.1
함양군,264,06-13,      21.5,      27.3,      16.7,       3.1,      78.9,       5.2,,,     989.5,    1006.7,       1.0
진도군,268,06-13,      21.0,      25.5,      17.0,       4.1,,,,,,,       1.8
봉화,271,06-13,      19.3,      26.4,      12.8,       2.9,      69.4,       6.8,,,     971.2,    1007.3,       1.3
영주,272,06-13,      20.9,      27.3,      15.2,       2.3,      66.0,       7.3,,,     983.6,    1007.3,       1.9
문경,273,06-13,      20.9,      27.2,      15.2,       2.3,      67.1,       7.1,,,     988.0,    1007.6,       1.5
청송군,276,06-13,      20.0,      26.8,      14.3,       3.2,      74.1,       4.9,,,     983.5,    1007.1,       1.2
영덕,277,06-13,      20.0,      25.4,      15.3,       1.9,      73.1,       7.0,,,    1004.1,    1009.1,       2.5
의성,278,06-13,      21.2,      28.5,      14.5,       2.1,      65.8,       6.7,,,     998.6,    1007.7,       1.2
구미,279,06-13,      22.3,      28.2,      16.8,       2.6,      65.1,       6.9,,,    1002.5,    1007.9,       1.4
영천,281,06-13,      21.4,      27.5,      15.7,       2.0,      65.8,       6.7,,,     997.4,    1008.1,       1.8
경주시,283,06-13,      21.1,      26.6,      16.8,       3.7,      74.7,       5.1,,,    1003.0,    1007.5,       2.1
경주시,283,06-13,      21.1,      26.6,      16.8,       3.7,      74.7,       5.1,,,    1003.0,    1007.5,       2.1
거창,284,06-13,      20.9,      27.3,      15.2,       3.1,      70.3,       6.8,,,     982.2,    1007.7,       1.3
합천,285,06-13,      22.0,      28.5,      16.3,       2.9,      64.3,       6.0,,,    1004.2,    1007.9,       1.4
밀양,288,06-13,      22.2,      28.4,      16.9,       2.8,      66.7,       6.6,,,    1006.7,    1008.1,       1.5
산청,289,06-13,      21.3,      27.4,      16.3,       3.2,      68.8,       6.5,,,     992.3,    1008.2,       1.4
거제,294,06-13,      21.0,      25.8,      17.0,       4.1,      71.6,       6.5,,,    1003.2,    1007.7,       1.8
남해,295,06-13,      21.5,      26.5,      17.4,       4.5,      70.6,       6.7,,,    1003.2,    1008.6,       1.4
강남,400,06-13,      23.3,      28.2,      19.1,       2.9,,,,,,,       1.8
서초,401,06-13,      23.4,      29.1,      19.0,       2.8,,,,,,,       1.4
강동,402,06-13,      23.0,      28.6,      18.1,       2.8,,,,,,,       1.5
송파,403,06-13,      23.4,      28.5,      19.2,       2.8,,,,,,,       1.8
강서,404,06-13,      22.4,      27.3,      18.4,       2.9,,,,,,,       1.9
양천,405,06-13,      23.3,      28.3,      19.2,       3.1,,,,,,,       1.6
도봉,406,06-13,      22.3,      28.2,      17.1,       3.5,,,,,,,       1.1
노원,407,06-13,      22.1,      28.4,      16.5,       3.2,,,,,,,       1.5
동대문,408,06-13,      23.3,      28.6,      19.1,       3.0,,,,,,,       2.0
중랑,409,06-13,      23.5,      28.4,      19.2,       3.0,,,,,,,       2.3
기상청,410,06-13,      22.7,      27.8,      18.5,       3.0,,,,,,,       1.6
마포,411,06-13,      23.0,      28.1,      19.0,       3.2,,,,,,,       2.3
서대문,412,06-13,      21.9,      28.0,      17.1,       3.4,,,,,,,       1.3
광진,413,06-13,      23.2,      28.4,      18.9,       3.4,,,,,,,       1.9
성북,414,06-13,      22.3,      27.2,      18.0,       3.2,,,,,,,       1.7
용산,415,06-13,      23.4,      28.5,      19.2,       2.8,,,,,,,       1.9
은평,416,06-13,      22.0,      27.4,      17.3,       3.1,,,,,,,       1.7
금천,417,06-13,      22.4,      26.9,      18.7,       2.6,,,,,,,       2.1
중구,419,06-13,      21.6,      27.3,      17.4,       2.8,,,,,,,       1.7
성동,421,06-13,      23.0,      27.6,      19.2,       3.3,,,,,,,       2.4
구로,423,06-13,      22.1,      27.5,      17.8,       3.3,,,,,,,       2.0
강북,424,06-13,      23.2,      28.3,      18.9,       4.2,,,,,,,       1.9
남현,425,06-13,      21.9,      27.4,      17.3,       2.4,,,,,,,       1.2
부천,433,06-13,      22.7,      27.6,      18.6,       3.5,,,,,,,       1.4
안양,434,06-13,      22.5,      27.2,      18.6,       2.7,,,,,,,       2.2
광명,437,06-13,      22.9,      27.9,      18.8,       3.2,,,,,,,       2.0
군포,438,06-13,      22.7,      27.7,      18.7,       2.8,,,,,,,       1.6
김포,441,06-13,      21.6,      26.9,      17.4,       3.6,,,,,,,       1.8
하남,444,06-13,      22.7,      28.9,      17.5,       3.1,,,,,,,       0.9
의왕,445,06-13,      21.3,      26.8,      16.6,       2.7,,,,,,,       1.1
포천,504,06-13,      22.0,      28.5,      16.4,       3.7,,,,,,,       1.5
가평조종,505,06-13,      20.5,      27.2,      14.3,       4.6,,,,,,,       1.2
영등포,510,06-13,      23.3,      28.4,      19.4,       2.9,,,,,,,       1.7
인천연수,512,06-13,      21.7,      26.7,      17.7,       2.4,,,,,,,       1.8
안성,516,06-13,      22.5,      28.0,      17.3,       2.0,,,,,,,       1.3
간성,517,06-13,      19.1,      23.4,      15.4,       2.8,,,,,,,       1.4
평창,526,06-13,      20.0,      26.6,      14.4,       2.8,,,,,,,       1.3
의정부,532,06-13,      21.7,      27.9,      16.6,       3.6,,,,,,,       1.1
횡성,536,06-13,      21.4,      28.5,      15.5,       3.4,,,,,,,       1.2
고양,540,06-13,      21.7,      28.5,      16.3,       3.5,,,,,,,       1.2
남양주,541,06-13,      21.7,      28.4,      15.6,       3.8,,,,,,,       1.2
안산,545,06-13,      21.1,      27.2,      15.6,       2.4,,,,,,,       1.6
경기광주,546,06-13,      21.7,      27.7,      16.3,       2.6,,,,,,,       1.6
여주,548,06-13,      21.7,      27.8,      16.3,       2.4,,,,,,,       1.2
용인,549,06-13,      21.5,      27.4,      16.0,       2.3,,,,,,,       1.4
오산,550,06-13,      21.8,      27.9,      16.8,       2.4,,,,,,,       1.3
평택,551,06-13,      22.5,      27.8,      17.9,       1.8,,,,,,,       1.8
화천,555,06-13,      20.9,      28.1,      15.0,       4.0,,,,,,,       1.1
양구,556,06-13,      20.1,      27.5,      14.2,       3.2,,,,,,,       1.1
시흥,565,06-13,      21.9,      26.7,      17.6,       2.7,,,,,,,       1.7
구리,569,06-13,      22.6,      28.2,      17.7,       2.9,,,,,,,       1.5
금곡,570,06-13,      20.9,      26.4,      16.8,       3.3,,,,,,,       1.5
화성,571,06-13,      21.3,      26.6,      16.9,       1.9,,,,,,,       1.3
성남,572,06-13,      22.9,      28.3,      18.2,       2.4,,,,,,,       1.3
과천,590,06-13,      22.2,      27.9,      17.2,       2.5,,,,,,,       1.8
진부령,595,06-13,      17.0,      22.2,      13.0,       2.9,,,,,,,       2.2
양주,598,06-13,      21.8,      28.2,      16.2,       3.3,,,,,,,       1.4
단양,601,06-13,      21.8,      28.1,      15.8,       1.8,,,,,,,       1.0
진천,602,06-13,      21.3,      27.6,      15.7,       1.7,,,,,,,       1.2
괴산,603,06-13,      21.2,      27.2,      15.4,       1.6,,,,,,,       1.2
옥천,604,06-13,      21.8,      27.9,      16.0,       2.6,,,,,,,       1.2
세종연서,611,06-13,      21.6,      27.8,      16.2,       1.8,,,,,,,       1.3
공주,612,06-13,      22.2,      28.2,      16.9,       2.2,,,,,,,       1.3
서천,614,06-13,      21.4,      26.2,      17.5,       1.7,,,,,,,       2.0
논산,615,06-13,      22.3,      28.0,      17.4,       2.7,,,,,,,       1.7
당진,616,06-13,      21.0,      26.6,      16.4,       1.7,,,,,,,       1.8
청양,618,06-13,      21.1,      27.3,      15.4,       1.9,,,,,,,       1.2
음성,619,06-13,      21.2,      28.0,      14.7,       2.0,,,,,,,       1.4
증평,623,06-13,      21.7,      28.2,      15.9,       1.7,,,,,,,       1.2
태안,627,06-13,      21.2,      26.3,      17.0,       1.9,,,,,,,       1.8
예산,628,06-13,      22.2,      28.1,      17.1,       1.8,,,,,,,       1.9
아산,634,06-13,      21.8,      27.4,      17.5,       1.5,,,,,,,       1.9
계룡,636,06-13,      21.0,      27.3,      15.2,       2.4,,,,,,,       1.1
오월드,642,06-13,      22.9,      28.5,      18.0,       2.6,,,,,,,       1.3
세천,643,06-13,      21.6,      27.9,      16.0,       2.2,,,,,,,       1.1
장동,648,06-13,      21.9,      27.9,      16.6,       2.1,,,,,,,       1.2
부평,649,06-13,      22.1,      28.5,      17.0,       2.3,,,,,,,       0.6
연천청산,652,06-13,      21.9,      28.3,      16.5,       3.7,,,,,,,       1.2
양양,670,06-13,      19.8,      23.7,      16.1,       2.1,,,,,,,       1.9
사북,674,06-13,      17.3,      23.1,      12.8,       2.2,,,,,,,       2.2
무안,699,06-13,      21.4,      26.2,      17.5,       2.9,,,,,,,       1.7
무주,701,06-13,      20.9,      27.3,      15.1,       3.3,,,,,,,       1.3
익산,702,06-13,      22.2,      27.8,      17.6,       3.7,,,,,,,       1.6
진안,703,06-13,      20.0,      26.0,      14.3,       3.3,,,,,,,       1.4
담양,706,06-13,      22.1,      27.6,      17.1,       2.8,,,,,,,       1.6
광산,708,06-13,      22.3,      28.2,      17.2,       3.3,,,,,,,       1.6
구례,709,06-13,      22.3,      28.7,      16.8,       3.0,,,,,,,       1.4
나주,710,06-13,      22.3,      28.3,      17.5,       4.0,,,,,,,       1.3
순천시,712,06-13,      22.3,      27.1,      18.2,       3.9,,,,,,,       1.7
광양읍,713,06-13,      22.1,      27.9,      17.3,       3.8,,,,,,,       1.2
조선대,722,06-13,      22.4,      27.9,      17.8,       3.3,,,,,,,       1.8
거문도,723,06-13,      20.5,      23.7,      18.3,       3.4,,,,,,,       2.8
추자도,724,06-13,      19.7,      22.5,      17.6,       3.0,,,,,,,       3.1
장성,730,06-13,      21.7,      27.9,      16.6,       3.3,,,,,,,       1.5
영암,731,06-13,      22.0,      27.1,      17.9,       3.2,,,,,,,       2.2
보성,732,06-13,      20.5,      25.9,      16.0,       4.2,,,,,,,       1.8
완주,734,06-13,      22.1,      28.4,      16.8,       3.7,,,,,,,       1.7
김제,737,06-13,      22.3,      27.6,      18.2,       2.5,,,,,,,       2.0
화순,741,06-13,      22.0,      28.3,      17.0,       3.0,,,,,,,       1.0
함평,754,06-13,      21.9,      27.1,      17.7,       3.0,,,,,,,       1.6
곡성,768,06-13,      22.0,      28.2,      16.7,       3.1,,,,,,,       1.2
성판악,782,06-13,      17.3,      20.9,      13.6,      10.3,,,,,,,       2.1
풍암,788,06-13,      22.8,      28.7,      18.1,       2.6,,,,,,,       1.2
압해도,789,06-13,      21.4,      25.8,      18.2,       2.1,,,,,,,       2.6
영양,801,06-13,      19.5,      26.2,      13.6,       2.1,,,,,,,       1.5
성주,810,06-13,      22.2,      28.3,      16.2,       2.7,,,,,,,       1.2
고령,812,06-13,      21.9,      28.2,      16.2,       3.9,,,,,,,       1.0
청도,813,06-13,      21.8,      28.2,      16.4,       2.9,,,,,,,       1.5
예천,815,06-13,      21.2,      28.2,      15.3,       2.0,,,,,,,       1.1
김천,822,06-13,      21.9,      28.7,      16.1,       2.6,,,,,,,       1.0
군위,823,06-13,      21.4,      28.4,      15.0,       1.9,,,,,,,       1.5
칠곡,825,06-13,      22.6,      28.7,      17.2,       2.3,,,,,,,       1.7
경산,827,06-13,      22.7,      28.9,      17.7,       2.5,,,,,,,       2.0
달성,828,06-13,      23.0,      29.1,      17.7,       3.7,,,,,,,       1.6
대구서구,846,06-13,      23.3,      28.8,      18.3,       2.3,,,,,,,       2.0
신암,860,06-13,      23.2,      28.7,      18.5,       2.1,      60.4,       6.8,       5.7,,    1001.4,    1008.2,       2.4
완산,864,06-13,      22.5,      28.3,      17.8,       3.1,      68.9,       6.1,       5.5,       4.7,    1001.4,    1007.6,       1.7
삼척,876,06-13,      19.7,      23.6,      16.2,       0.9,,,,,,,       1.9
울기,901,06-13,      19.7,      22.9,      17.7,       3.0,,,,,,,       2.5
삼천포,907,06-13,      21.3,      25.4,      18.5,       3.8,,,,,,,       1.7
영도,910,06-13,      19.8,      22.9,      17.6,       2.8,,,,,,,       3.9
고성,918,06-13,      21.7,      26.7,      17.7,       4.0,,,,,,,       2.0
창녕,919,06-13,      22.7,      29.2,      17.1,       3.5,,,,,,,       2.0
함안,920,06-13,      22.0,      28.9,      16.5,       2.9,,,,,,,       1.3
가덕도,921,06-13,      20.3,      24.0,      18.1,       2.8,,,,,,,       3.7
기장,923,06-13,      20.5,      24.8,      16.3,       3.9,,,,,,,       2.0
간절곶,924,06-13,      19.7,      22.2,      17.6,       3.3,,,,,,,       3.7
하동,932,06-13,      22.4,      28.2,      17.7,       3.7,,,,,,,       1.4
해운대,937,06-13,      20.9,      24.8,      17.9,       3.8,,,,,,,       2.3
부산진,938,06-13,      22.0,      26.1,      18.7,       3.7,,,,,,,       2.2
동래,940,06-13,      21.9,      26.4,      18.3,       3.5,,,,,,,       1.9
북구,941,06-13,      21.8,      26.2,      18.2,       3.6,,,,,,,       2.3
부산남구,942,06-13,      21.6,      25.1,      18.8,       3.5,,,,,,,       2.2
정자,949,06-13,      20.4,      24.3,      16.7,       3.3,,,,,,,       2.9
속초,90,06-14,      19.3,      23.0,      15.9,       2.5,      78.7,       5.8,,,    1005.9,    1008.0,       2.0
철원,95,06-14,      21.1,      27.0,      15.7,       3.3,      70.0,       7.6,,,     989.6,    1007.3,       1.8
동두천,98,06-14,      21.4,      28.1,      16.1,       3.7,      67.3,       7.6,,,     994.7,    1007.6,       1.4
파주,99,06-14,      21.1,      27.5,      16.0,       3.9,      73.8,       7.9,,,    1004.3,    1007.7,       1.5
대관령,100,06-14,      15.8,      21.2,      11.0,       3.3,      79.2,       7.0,,,     917.5,    1008.2,       2.7
춘천,101,06-14,      22.1,      28.3,      16.6,       2.5,      69.6,       7.7,,,     998.8,    1007.5,       1.3
백령도,102,06-14,      18.7,      22.8,      15.7,       1.5,      79.4,       7.6,       5.7,,     991.8,    1007.3,       4.0
강릉,105,06-14,      20.7,      25.0,      16.9,       1.8,      70.0,       6.3,,,    1005.2,    1008.2,       1.9
동해,106,06-14,      19.0,      22.9,      15.9,       1.7,      78.5,       6.1,,,    1003.7,    1008.0,       2.0
서울,108,06-14,      22.7,      27.9,      18.5,       3.0,      64.1,       7.3,       5.5,       5.5,     997.7,    1007.5,       2.2
인천,112,06-14,      21.2,      25.9,      17.8,       2.6,      74.2,       8.1,       5.3,       5.1,     999.5,    1007.5,       2.3
원주,114,06-14,      22.3,      28.4,      16.9,       2.3,      65.9,       7.0,,,     990.4,    1007.5,       1.1
울릉도,115,06-14,      18.8,      22.2,      16.2,       2.2,      79.5,       6.4,       6.3,       4.5,     983.1,    1008.7,       2.9
수원,119,06-14,      22.2,      27.6,      17.6,       2.3,      69.7,       7.5,       5.5,       5.4,    1003.8,    1007.9,       1.8
영월,121,06-14,      21.0,      28.3,      15.0,       2.3,      67.8,       7.4,,,     980.5,    1007.8,       1.4
충주,127,06-14,      21.9,      28.1,      16.3,       1.9,      64.1,       7.4,,,     996.4,    1007.6,       1.7
서산,129,06-14,      21.2,      26.7,      16.7,       2.0,      74.4,       7.5,,,    1005.0,    1007.9,       2.2
울진,130,06-14,      19.0,      22.8,      15.5,       1.7,      80.4,       7.1,,,    1002.5,    1008.2,       2.6
청주,131,06-14,      22.9,      28.3,      18.0,       2.1,      62.9,       7.4,       5.5,       5.6,    1001.1,    1007.7,       1.8
대전,133,06-14,      22.6,      28.0,      17.6,       2.7,      67.9,       7.4,       5.6,       5.0,     999.8,    1007.8,       1.8
추풍령,135,06-14,      20.9,      27.0,      15.4,       2.7,      68.9,       6.8,,,     979.9,    1007.8,       2.0
안동,136,06-14,      21.7,      28.1,      16.1,       2.2,      67.0,       7.4,       5.7,       5.7,     991.9,    1008.0,       1.6
상주,137,06-14,      22.0,      28.2,      16.8,       1.8,      66.3,       7.2,,,     996.8,    1007.9,       1.3
포항,138,06-14,      21.4,      25.6,      18.1,       2.0,      73.3,       7.0,       6.0,       5.2,    1008.2,    1008.6,       2.3
군산,140,06-14,      21.5,      26.1,      17.8,       2.2,      78.3,       6.8,,,    1004.8,    1007.9,       2.8
울산,152,06-14,      21.4,      26.2,      17.4,       2.5,      71.4,       6.4,       5.8,,    1003.4,    1008.2,       1.9
창원,155,06-14,      21.8,      26.4,      18.3,       2.9,      72.0,       6.3,       5.8,,    1005.4,    1007.9,       2.0
